text,sentiment
first i loose my bracelet. now i have to do hw. ,0
@tdymples &quot;butter makes everything better&quot; ... you're so right.  Curious to know more about the gluten-free flour. ,1
I still had fun watching 'the uninvited' w/ my girlfriend ,1
drawing @HillyHindi and @HannahHindi from the @HillywoodShow as the Joker and Harley Quinn..coming out prrety cool this drawing ,1
Toyota commercial - &quot;What are you waiting for? You may never have this kind of buying power again!&quot; - toyota knows what's coming ,0
"also, fml, i forgot to do @travelchannel trivia yesterday. THERE GOES THE FREE CRUISE I WAS PLANNING TO WIN. ",0
@mileycyrus good job last night at the movie awards ,1
"@Mollena Well, I didn't want to rub it in. We miss you sooooo much ",0
Listening to Kings of Leon  &quot;use somebody&quot; and &quot;Sex on Fire&quot; Thumbs up for me! ,1
Goin' to Dooders ,1
307 followers  im so excited!! thanks so so so much for following me!! i love everyone so much!! friends and fans are THE best ,1
hanging with the fries tonight ,1
@unmarketing didn't really answer thoughts on rt'ing/thanking for #ff's or ur thoughts on introducing urself to new followers - but thx ,1
"@joeymcintyre shout outs eh??  Nice. Anyway good afternoon sunshine., can't wait to see you in 18 days. Luv Ya uuumm smack ",1
has gingerale all over her keyboard. ,0
"@Wuss912  I like to hike; Kevin, not so much.  Maybe I will join you guys sometime!  ",1
Depressed :/... I want you so much ... ,0
"@kornuts aww, *Hugs*...It was more than nice seeing you this past weekend, still miss ya but I will see you soon, Yay!!! ",1
"1st half of OPERATION KICK ATH ROOM is complete. all we need is paint, and to pain...and we're done!! ",1
I liked to watch DVD in blu-ray  best thing they've invented (y),1
@sarahmorrison i am jealous of your shopping lately  and how youre not poor  but in a good way promise ,0
"I'm sick, you're tired: just a matter of Calculation, a matter of metrics  ? http://blip.fm/~6iozr",1
"Darn.  I have to wake up at 5:30 tomorrow, thus I have to sleep now. Highly upset that I'm mising Buck and KJ. D:",0
now I'm recieving death threats. dont you just love family love ,1
@J_Dylan_Hall  I'm sorry. It made me smile though haha I was like it's Dylan!,0
thinks bing.com is pretty but why use that when there's google! ,1
too many bill to pay on one day... ,0
is so tired ive walked 6.05 kilometres today ,0
"@Wossy got any jobs going?? heh... i need to get over to the uk.. i wanna see oasis, kasabian, the enemy etc  ",0
I feel so bad for my neighbors pit he's just howling so sad ,0
"@Allyeatscat Yeah, I'm finally done with her after seeing who she really is. I'm ready to move on to better girls. ",1
@StephersLA - I think he has a good &lt;3 and wants them to come home too~  ,1
@bowwow614 im eatin caption crunch waiten on u to say wat up to me!  lol,1
@siggidori thanks sig. just noticed itunes uses frauenthingy  . perfect timing sir,1
@16_mileycyrus i sent demi a message she didnt reply  nor did mile and leila sent a message to lily and she didnt reply  lol,0
"david archuleta and adam lambert are trending topics right now  .... yay, love them both!!!",1
Shhhh...Quitely Now...Come See... ROLLY HOWELL found a HOLE in the FENCE  &gt;  http://budurl.com/tetq,1
finally I'm goint to sleeeep  night night! Xx,1
@o0ginger0o Tis me SharonP... ,1
...hate having a brokenheart...it's the worse! I wish my sidney would come bak to me. ,0
rt @GreatDismal: Shiny! http://tinyurl.com/q6nrec [Thanks to Jack Womack.] wish I was exploring &amp; salvaging from vegas neon boneyards ,0
im up! lol i finally had some sleep!! woot woot!!! i have to work at 4  sucks!! lol,0
Come on #boro  hoping for a 2-1 win against #manutd ,1
I've lost 10 pounds. Hurray! 15 more to gooo. Being healthy is fun ,1
@MariahCarey went on the tower of terror and thought of u ,1
"@MANDY_EMMERSON Bummer, hope your OK! ",0
@supermarcey Good luck! ,1
"@noraknickers ooooh that looks lovely, nice job ",1
I need Advil ASAP! ,0
@OFFICIALTRISHA ooh thanks! i have no idea. but i &lt;3 all of my followers. twitter is amazing! ,1
Singapore hot!! Like walking into an oven. I love it ,1
i want more piercngs...and a tattoo.  ....korean people are soo loud. stfu already! damn.,1
"My 6 year old just Moon Walked around the living room singing &quot;Billie Jean&quot;, then ran back into his room. I don't know why  ",1
"http://bit.ly/19tiS4  This is like the best thing, ever. Natasha Khan is fcking brilliant ",1
Two people have unfollowed me since yesterday ,0
"US getting completely outclassed here, Brazil 2-0 USA at just 20 minutes in. ",0
"@zbussey Went out for a drive, enjoyed an iced coffee beverage, got some good news about a possible internship position. Can't complain!! ",1
@racheljean1 We arent going. Had to sell the tickets so i had money for an exgirlfriends partial birth abortion..  ,0
http://exactalliness.myminicity.com/ Visit everyday please! ,1
My Yummy Jay. ,1
Kaitlyn doesn't remember me. She cries a lot then when I go in to comfort her she pretends to be asleep ,0
so mad that shes working this entire week. no nice days for me! ,0
@mindykaling Now that's the &quot;can do&quot; attitude that made this country great! Keep the goo...er bad work! ,1
"@ekardmatt well you MY man, you and your truck are 900 too many miles away!! ",0
@donthorp I tried it and got it up and running!  Thank you! ,1
@emily_baker unfortunatelly ,0
@littleJulchen no you don't! ,0
@NeilMcDaid looks class the water splash looks so real  looking forward to my review copy ;),1
"Good morning.  Hmmmm,  need a huge cup of coffee.   @Rock_Raven @J_u_l_e_s_P @Nancy9980",1
@pinkmotown no  not ballin enuf yet! Gotta work up the food chain to 8900 first!,0
"@_gingerish Thankyou  enterd the site into Google, Live and yahoo, funny how yahoo is the only one that doesnt require a human check ",1
has part tiled the roof and is now up to her arms in pva glue ,0
"Someone has jumped off the bridge on the parkway, doesn't look good as  they have been laid in the road for 10 mins covered up. ",0
I don't understand twitter?  sorry I'm new?,0
@_CrC_ Have a great show!  Wishin I was there ,0
@H3XT that's horrible. I'm so sorry! ,0
@ensredshirt Booo... Don't mention Vancouver to me. I'm getting jealous. Too far away from here . And Stargate never comes to Belgium ,0
http://twitpic.com/6v7k3 - The outfit reminded my of Nick J. they don't have a curly hair option  he even has a ring on ;) oh and Sims 3=,0
@jordanknight Damn my messages must get lost for sure!! After seein' all those replies to you! Very sad!   lol,0
"I HATE using twitter on my computer it doesnt work, just started following like 15 people and now it says Im not following them ",0
@ShannaPace im not a trance person...i saw tiesto with a friend who was obsessed. dont remember that much of the show ,0
"@1Dee2 At the moment it's bright and sunny in Colchester, but I think it may be about to turn ",0
Night out with friends=fun!!!  Food poisoning=not so fun ,0
I recently got a heat boil right at the end of my arm.. finding ways to get rid of it.. It stings a lot!!!! ,0
@1MJRitter Haha. Love back at yah. God that scared the fuck outta me! ITS ALIVE! ,1
@HotnCold_X23 Thank you ,1
@NikkiBenz you mean you couldn't get out of the ticket like in a Brazzers scene? ,0
"@imhotshyt i miss you, too ! i'm getting sickypoo  you, me, &amp; mar need to 3 way soon.",0
"@pcresswell Congrats, I hope you make it. Either way, enjoy the next 4 weeks off. ",1
"aw, that was fast...cullen topic is out ",0
"how did i not know there's a harry potter theme park being constructed? it's set to open in 2010. i really, really want to go. ",1
@permanent4 started listening to daves lounge a few weeks ago and I LOVE IT! keep up the good work. ,1
I have to study like all weekend I can think of a million things I would rather do ,0
Getting ready for college  I do not wana go back!,0
"mum is in hospital  i cannot write often, IÂ´m by grandma and she had no inet",0
"Going to Walmart tomorrow for LV+TT!  Hopefully nephews will be at the pool again so that I don't have to drag them along. In&amp;out, done!",1
"Oooookay, video done. No thanks to iMovie. Now, really really need to sleep. More sensible tweets tomorrow. ",1
Oldest girl leaves for camp today  and I'm off to http://bit.ly/10RSoi,0
@PastorJae and we've been outside this whole time trying to pitch tents and make fire and food ,0
word war here i come.. ,1
Driving home from Emerald Isle so I can be back home in time for Church in the morning ,1
@venusflesh you're so sweet! Thank u so much! ,1
"anyone following @ryannigahiga is a fake or anyother accounts is a fake, follow @TheRealRyanHiga hey @davedays that means you lol ",1
Thought she lost her revision crystal. But found it  Missed you! x,1
"@scarybunnies Abrams has his quirks for sure.   I'll summarize my post like this: decent flick, but NOT a &quot;Star Trek&quot; story.",1
"@cehsja, aah, TD...that's too bad! ",0
@TDAJS_Nick haha still love the dancing lol ,1
ReCoVeRiNg FrOm ThE lOnG wEeKeNd ,1
@TheOtherAzog R u still in the game? I'm trying to download it to my home comp. Its taking forever! ,0
"@VagrantSeeker As always, you're welcome, dear. ",1
my bro's neighbor at IRMA is a Veterinary Doc ,1
@hokulii Thanks. End up going to Makino Chaya ,1
"My bowels opened a can of woopass on me, but I'm fine today  Thanks.",1
@victoriapk Ok I am signing up for ping too.... I dont think I am interesting enough to require this much social networking ,1
@chchchelly same here. feels like i'm in college and i've lost touch with my friends from high school ,0
@nkangel74 That sucks girl ,0
Just kicking it ... Bored ,0
doing my H&amp;B assignments.. oh the joy of theory ,0
@valagnew thats ok. Sometimes it doesnt work for me either! @Shannenp you were the one who started it ha ha ,1
"@jazzy13dimitri  It'd be pretty sick if they did, but the movie will feel wierd without chris  Maybe if they did a prequel??! ",0
@IntegralHack thanks so much!!! We are very happy and we are so blessed ,1
OMFG A SPIDER. there is no one else at home to kill it for me ;( its really big and scary ,0
"@ckirin Well I had some other people pick it for me, so I can't really take the credit ",1
dog sitting 4 dogs  alki today all day  street fair.,1
"is getting ready to go shopping. I don't think the BBQ later is going to be happening now, it's pouring out. ",0
@ddlovato http://twitpic.com/6o94d drawing of you  http://twitpic.com/6o84k drawing that i'm working on now  tell me what you think!,1
some progress... iphone software update works. but... lost all the contacts ,0
Good god this soup isnt eatable lol i know yhai use lemongrass but this is just to much lol  XX,1
@MupNorth what's that?? i'm on a diet too...i need to tone up big time!! but i hate dieting ,0
thinking i have a cv joint problem with the audi ,0
@dphresh well i should make me one.. ugh but im just learning and understandng this TWITTER thing!. so complicated. ,1
"New video up at Bmovieman.com: Getting Lucky With Tucky! Also, I was named a finalist in the Indy Book Awards Fantasy Novel competition! ",1
Outlaws have arrived. Straight out for lunch so a bit of me time! Which I'm using to sit on my bum! ,1
"gooood morning  ...work out , laundry ,maybe get little sun?",1
Mother's day and my sister's birthday...... And my mom's going to the ER. Awesome. ,0
Omg... The Changeling is seriously intense. Nothing like how the previews made it seem. Hello nightmares ,0
Wanna Lose It All In 10 Mins Visit www.ardysslife.com/celiachapman.  Body Magic Is The Thing For You ,1
Will be in miami in a couple of hours and then it'll be the last time I can use the internet on my phone for a while ,0
My word is hot out there! Worth it though  Now have loadsacider and pzzzzza,1
bowwow614 u would land when im already on mah plane ,0
"going home for the night. be back tomorrow, loves! &lt;3 ",1
back to work for another fun week ,1
This day will be full of math and history. I realy tired of this exams. ,0
"Better go 2 sleep, this headache rly killin me!!!!!! ",0
Afternoon kids! Fuse rocked last night! Thx @solmartinez for letting us chill at your place  muah all!,1
@InsideObamaWH These tweets are so much fun ,1
@Bethbaron u have to type &quot;@&quot; then her username with no spaces  haha,1
@littlebubble that is so my life! Party animals in this house tonight too! @skouttradefair poor poppet ,0
@lexrigby I will miss u wen u go 2 germania. ,0
I want a white iPhone 3gs ,0
ima cry i didnt win the #trackle iphone  well maybe i will win the #squarespace one can only hope,0
@newmanhb  @kbowl  Love the slide show  and that hattie and i made an appearance ,1
@stepn2success YOUR WELCOME!  Glad u like the music! B/c flattery gets u everywhere I'm following you now ,1
@SamTelford That's great! Can't wait to hear it  Make sure you let us know when you're going to be doing some gigs!!,1
@flossa oh no... no moar cupcakes. I ate FOUR the other day. TOO many! ,0
@ddlovato can we see some pics from the vaca? ,1
@PrincessSuperC -- morning cici! goodluck with your show. i know you'll be gaggin' 'em! ,1
@jordanknight Hope u had a nice day off BUT I am soooo missing ure tweets ,0
"oh dear, who do I vote for? Think I should start my own party. Who wants to join? ",1
At 22:15 someone landed on my blog with 'I'm hitting deep depression and am 16. Help?' ,0
"@SMmBop donde esta! wish you couldve came too, we watched the rocker, it was pretty good. you would've liked it ",0
@babeqirl  lol yeah this is me  .. ill tell you later =D lmao,1
@d_p_s: g?i anh cï¿½i link ?i... ph?i nghe may ra m?i bi?t... Anh c?ng ch? bi?t 1 vï¿½i bï¿½i c?a Yanny thui ,1
I think it's time to stop the Life Coach thing Apparently a LOT of you didn't get that I was joking. ,1
Just got done folding my dad's clothes.  Gonna put all of my clothes in my closet then take a nice and long shower ,1
g'morning everyone. ,1
"between Pitt-Start and the hospital, I don't have a day off until May 30th.  ...p.s. let's go pens!",0
@Abbyluvsaj Im just getting KTBSPA and some hearts  im really going now lol,1
@jencendiary Hip Hop Label + Big &amp; Tall = Big sizes for people to get baggy clothing. ,0
@happylovesChuck The usual. I'm at my university.  My exams are close...,0
@Raznwlvs the pics are beautiful! thank you for sharing them!  ,1
"Sitting outside in the sun, reading Eclipe ( twilight) .. Life is sweet ",1
@willwrite4food awwww they did. That makes me soooo sadness. ,0
"@NMaize I hope your mom will do fine too!  Aww, I wanna relax too and play the Druid  hehe",0
"I have to go.  No more wifi for me tonight. I should be around at some point 2mor, but 2mor night is my Twilight party w/ @Isle_Esme!!",0
Crap. I'm so tired..  gotta be in lake stevens in one hour to help co y (thomas's mom) with wedding stuff!,0
"1,I'll miss you  &amp; Carrie 2,Trading Forex Robot Makes Making Money A Breeze! http://bit.ly/ixXcGv",0
bueno ya me voy...tomorrow early for the beach good night ,1
"Thanks for the awesome night, Beth and Victor (et. al.)!  You guys rocked my world!",1
I'm soo superly duperly stoked to see the New Moon trailer to night!! ,1
Legal Exam on Thursday....  I am SO not ready. Nothing I am revising is seeping into this thick skull of mine...,0
@chrasy  *rubs your tummy*,0
@SharonAshton nothing  nothing happened ,1
@daphnemaia something else; a box full of it too!  multi-coloured even. in various shapes &amp; sizes.,1
@ghett0 thank you sir for the sampler ,1
watching zac efron waking you up before heading out to church   i HATE going to church. school tomorrow,0
Cold as you ....... ,0
Off to bed now - up at 05:30 again tomorrow ,0
I wish someone would watch Twilight with me. ,0
"@scottsommers But unfortunately, there are no SSCI rankings for Twitter feeds... ",0
@Paradime let me watch him!!!! I raised 2 cane corsos ,1
@angelaverostko where's the pool? i need one ,0
"@anarchy21 I refuse to watch, but really did they announce that they are divorcing? No surprise but still. Poor kids ",0
"@trishababycakes Why not? Haha. You're nice to me as well. So.. yeah, just tell me if I can help, aytt? ",1
"@gimjeep Browsers run on desktop, mate. Get the clue: you don't anything else. ",1
waiting for Aubrey &amp; my other mother to get here ,1
@MarleeMatlin Hope your pic comes back soon...and how can anyone forget you??  ,1
@wastethesewords i dont have one ,0
@RaynbowDash These were one of my fav finds for polka dot fabric but they do not ship from the US ,0
about to play sims2 ,1
@tommcfly tom what are the chances of me winning  a comp to see you at the sherwood pines gig? ,0
"Also admiring the new book by Ben Moore that Keppet reminded me of  Three stories, all based on shows of his I've seen. Looks very cute!",1
Created all the main characters  May need to think up some others though... And a plot. That's always important in a book xD,1
Weather's making me feel lazy. I wanna go home ,0
"@hayleysummer I think you should not choose A or B. Your new bangs are really cute, you just have to get used to them. ",1
@RussoFans oh okay  so how are you?,1
@corymorton lets see some pics! ,1
@jaybrannan it doesn't =( just take it and run with it! ,1
visiting michael ,1
I don't know how to use OS3 for my iPhone ,0
@JaYdOtHollA Me never...I'll walk back to my time out corner and continue to eat Elmer's glue and rub it in my hands just to peel it off ,0
crap. wanted to leave early. but dean said he wants me to leave at 9 30pm crap. ,0
"Looking for @AlRocker this morning ... where are ya, doll?  I got some cuerstions for you ....  ",1
"I know I'm silly, but I am still just tickled pink about my new faucet. http://twitpic.com/3e00l Coolest thing ever  ",1
@datalovin I miss you too!   We definitely need to catch up.&lt;3,0
No chipotle  im so bummed. Perhaps a call to pasta hut is in order,0
Bed time. Goodnight world. I have to eat and go to bed. Work tommorow. ,0
"@kirstymciver Oh cool that's my excuse to. Hey Miley, I was gonna vote n all, but I cant find the vote button    .. haha ;)",0
But I learned the C word from my mum. She's Glaswegian ,1
@The_Jer That isn't Stoneridge Mall ,1
Why am I awake at 630am? Can't fall back to sleep because I can't stop sneezing! Damn allergies  ugh!!!,0
"@lindsayccw Yeah, funny how disconnected you feel... Oh WAIT! You can't see this tweet! lol. Hope you have/are having/had a great vaca! ",1
@Claire_inLaPush You are more than welcome.  ,1
"@ngw_x lol. erm...i'm not sure. ahah. i'll let you know tomorrow..well...probably tonight but yeah xD ahah. either way, i'll let you know ",1
@ceruleanbreeze @freosan It was my fault. I was sick and slept all day. ,0
@scorpiovixen78 $1 slots? You must have mistaken me for a high roller!  I'll be playing nickels baby. Recession!,1
Work blows  Someone entertain me,0
Why can't there be a WalMart in Ireland? I'd love this http://bit.ly/7VYbF,1
"Too many parties tonight, stuck home. Fml. ",1
woow.. iit's soo..TERRiiBLE ,0
hello electricty ,1
@alyssandhearts your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/16034/ ,1
@Stokez yes. I love that song it's sad. ,0
@angelaisawesome how's summer?? ,1
Had to leave my camera in the cloakro because it had a 'long lens' ,0
"I'd really like to go to the Atmosphere concert at Cat's Cradle in July, but I don't know of anyone else that would go with me ",0
Kahlua must have eaten something she wasn't supposed to...  http://apps.facebook.com/catbook/profile/view/5420079,0
I have a pain in my chest ,0
"Heh, found my cellphone last night at 1AM in the park. It fell in high grass and nobody found it. Found it easily, it glows in the dark ",1
"He REALLY can't see it, can he?  http://plurk.com/p/xqmv5",0
@yayaaax0music Entertainment Business Management. The inner-workings of the musis bizz. woot woot! ,1
@Heather_Paige i know i know! bad bella  hopefully on my lunch break i can do a lil sumthn sumthn lol,0
@MrsLard  Sorry to hear that.,0
finishing video edits for a b2b SpaBerry hot tub eblast [ http://b2b.thespaberry.com/b2b.html ] - shame you can't email flash vids ,0
@Jonasbrothers Hope you give us more pictures during your tour. Can't wait to see you in Paris. June 14 ,1
@JonFolse they're coach! anddddd the best part is they were only 66 bucks ,1
@Annaevans Idk. Just liked the necklace lol. ,1
@Gilove2dance remember that you won the banner contest today!!! ,1
"@Manas that comic bit is great. &quot;you're in chair, flying through the air!&quot; ",1
@philwalters He was probably our age you realise don't you? ,1
@ShawnaBeex3 haha you did?! that's cool! i didn't hear it though  my thing was freezing randomly sometimes.,0
"@vmcconville just had a look at the link, looks good. Shame I can't go  Enjoy !",0
wid my bestie maja  i love her ,1
damn revision  so boring!!!,0
"I'm back! &quot;Nos na fita&quot; is so good! hahahahahaha.. Anyway, lovely nigth with my brother and Nathasha!  Go to bed now! xxx See ya tomorrow!",1
"@MomRogan Oh gawd, I've got no chance if I'm up against Clik and Steph bahaha ",0
Having lunch at white castle ,1
@AGistheWest heyy loserrr thanks for hitting me back  have fun with your wonderful mix thoughhh,0
Good tattoos ain't cheap and cheap tattoos ain't good. Holmz kno's wot am talkin bout  Holla,1
"@checkerpine awww, no fair!! i've never used singapore airlines  hiks hiks. hahahaha",0
"@HannahGreen_  Just seen the announcement of the new Emmerdale family .Big question now, where is Andy going to live Any hints please?  ",1
 : The Last Gadget http://tinyurl.com/pd4wyp #Geek_And_Poke,1
has a soar throat again?!? finals ,0
Thanks @wrigleygirl @PeachiePoodle @JennyRosePetal Hope you all had a nice weekend ,1
@Kiitchy it's sunny but very windy. Just said hi to your mother today ,1
@bwhalley http://twitpic.com/3d7ql - &quot;SALE Gently used KIDS&quot; will certainly get atention ,1
New Kinks album out today and it's gonna be gooooooooooood! ,1
Finished my 2nd week of Spanish hw! On to week 3! ,1
@christina_82 no fun   would've thought swimming would be ok for you??,0
I've had no dm's all day ,0
The chest pains have returned ,0
@DJMANCHOO hehe maybe u should live stream it  Have fun!,1
My dad doesn't want to tweet  I was gonna set him up with a twitter.  Laame,0
Getting ready for work; worried about my little love's fraidy self ,0
Listening to Cubs v Dodger on #XM 175 ,1
Havin lunch wi my chica's then off 2 get ready 4 2nt! Shoppin has tired me out   X,0
@adrisalazar when do you leave ,0
but I loved Brokeback Mountain!.,1
@kconWHOA NOOOO  i seriously canNOT wait to play with lauren and kaitlyn again.,0
@luckyb52 thanks ,1
Off to the movies ,1
@Darforthewin i wanna cospaly as female ranma!!!!!!! dunno where to get ulta bagy pants tho ,0
"@AlwaysMay I FOUND OUT MY UNCLES NAME IS JAMES WILSON! however, he does not have large eyebrows. ",0
"2 down, 1 to go, but I know nothing for tomorrow's exam ",0
@smogin GOOD CHOICE  &lt;3,1
"@DJRynegade Yea, I want him to want me ",0
"Morning, everyone! Woke up to a phone call from someone wanting to give me some money. Now that's a nice way to start the day! ",1
Just got back from my cousins house its really really nice. Jealous much? i think ,0
"moving stuff with my mom,helping her, and then i highly doubt imma go to the queens parade  but ill chill with lunchbox then x33",0
Surprise Party ,1
ok I'm cool now ,1
Cannot til new moon comes out! November 21 the day afta jonas brothers live in concert guna b the best weekend eva! Reli excyted ,1
"@Jonasbrothers I hope the guy from the road, the one that made you do the Yingo signal (Y), make you laght, I hope you came back to Chile ",1
@dreamlondon (haha i typed it into a translator..) its a tree u use as a christmas tree but higher and bigger ,1
@C_Salem your so lucky; i was gona go but ill be in Daytona around that time ,0
@VioletEve hey. sorry to hear about your dog  i hope everything goes okay *hug* xx,0
Got some space for some new tweeters   !!,1
"@LuvToSparkLe yes, i saw that.gave you a new heart ",1
These cute little creatures below are my new roommates. Say hello to the (all-male) degu-family!  #so_cute_its_sick_dot_com,1
"@AngelFire5168 HEY! quiet young man, we're having a good time. party pooper  haha!",0
@GemmaGates Oh yeah I forgot about Swine Flu and of course the A7X and Panic stalking.  IT'S A DATE!,1
"photoday with the babe.ate some chicos.chilled with mingo and andrea.hookah it up with the babe, ivan and misses b. gosh, twas awesome! ",1
what happened to my social life?   oh shit.....*sighs*,0
@lakshmi_h shut it down!!!! dee impossible is nothing some say but this one is sure impossible  going through same situation these days,1
@green_i_girl I know I know! ,0
"Goodnight, world. Susan Boyle is my hero. ",1
@JoeJacobi haha so true...could be way worse  And tell Hugh I said hi! Have fun and enjoy the long weekend!,1
"Come on work, go fasterrrr ",0
"So sad to hear about David Cook's brother, Adam, passing...my thoughts and prayers go out to David and his family ",0
@mere_says She has a beautiful voice. ,1
Someone stole my whiteboard marker  ,0
@acomputerpro I take no responsibility for the actions of my department nor the FiOS name. Sorry they screwed you over though. ,0
"listening music,surfing the net and will go to play GTA SA ",1
spent the last ten hours in bed. Mmmm delicious. ,1
"@littlefurybug ah yay, good to hear!  and yup, melting skittles! You'd be surprised haha &lt;3 x",1
enjoying all the new but old dub and funk i've acquired ,1
"early day at work, hope the weather is nice   Later Twitter!",1
"am always so tired  today I got up two hours late. But soon I shall be on the train, homeward bound, probably sneezing the whole way. Bah!",0
"I think I'll try going thrifty, and if it works that would be nifty.   &lt;3  *bang*bang*  A true gene jack's destiny.",1
@sjwoodr I've had dogs before... that's never fun! ,0
@MARiffic aww mary anne have fun in hawaii! Lucky u! Goo surfing for me! If ure gona do that. ,1
@sazza8 ha i know it's so shit!  p.s. 2 days!!!!!!!!!,0
The dogsitter left with Murphy about an hour ago and I am already missing my little boy! ,0
All the little birdies go tweet tweet tweet.   @TweetSoapTalk,1
Watching Fox &amp; Friends at work... tough job ,1
thinking about our beggining  ?,1
@Cortnee4Christ God bless you too! ,1
@Meshel_Laurie your dad is a superman for pulling through! Take it easy ,1
I wanna be in san antonio ,0
@jaclynday Weird... Do those dreams happen often? Was it some kind of enrollment office nightmare? ,1
@amandapalmer The trailer was already removed. ,0
@Tsoul4ull you probably be the first to know ,1
no basketball till thursday  ,0
Looking forward to watching Fanboys this weekend ,1
 Farm Town isn't connecting for me. And I have crops that need to be harvested. #fb,0
after seeing this i don't admire Gerrard anymore  http://bit.ly/WROeU,0
Add me.   www.myspace.com/dangerisallioffer,1
My preview of a new video is rendering.  I can't wait for you guys to see it!,1
"just returned from Leeds Met. fine art show, deffinitely a cast range of work, painting in particular was excellent ",1
isn't feeling so well ,0
"is watching TV. and not wanting to go to school in the morning, cause i really don't want to do my project due on Friday ",0
can't wait to get out of work and go straight to sleep ,0
@ItsChelseaStaub hi Chelsea! how r u? see ya  hugs xxx,1
@buberzionist First I heard of it but sounds like him ,1
Oh man! Tomorrow is Skate Day in DC... Hope the weather isn't bad. Rain &amp; Skating don't mix...I get great shots during skate day ,0
One check for a family who had their car stolen! And one for a family where the son and the mom are battling cancer! 4 funerals ,0
New Regina album kind of decent after all  Need a few more listens though,1
It rains heeaaavily outside and i trap in this building cant go home ,0
:O @DH_Libra Thanks to you I remembered my dreams! Which is not a good thing. It was all about what you just said! :o  (N),0
We just lost power... and it looks like my UPS can't handle the PC after adding that last hard drive. ,0
@Ash_P_21 no prob hun.  how r u this evening?,1
@Lovely_London I don't know!!! I keep trying to load a pic and it won't take any of them.  I have no face today.,0
@ddlovato yure lip syncing tmrw?! For myy showw ,0
@Shaun_R I'm here with @woosang  &amp; @gunzel412. Would have been nice to have @frozen85 here too ,0
why aren't u responding to me on aim?  ,0
"haha just worked out with her daddy...And yes, she is beastly. ",1
can't believe the time has actually come where his parents are moving to Texas. It feels weird. ,0
Trying not to cry cause Turbo is still AWOL ,0
"Loves to watch everyone talk about work on Monday while I stay home and enjoy a day off. I know, I'm a jerk ",1
Ok so I need to re-organize myself for this summer so I can find my summer romance ,1
"#music4good Friday, music, it's all good....Woot! Happy Friday Everyone!!!    ",1
"As mY World Turns......  Is bring kids to jail to see their father a really bad idea? YES I say, but on my other shoulder is different hmm",1
@StoneZoneShow  oh yes you do stonezoneshow oh yes you do. ,1
@bigbooty1981 Wuddup??  Just sayin HiIII ,1
@bordersmedia  that's unfortunate.,0
"@molliemoo 12 September, most things in place now.  Got my wedding invites through last week   Getting a bit nervous about it all!!",1
@marieiris i never could. didn't have cable ,0
I suspect I have strep throat ,0
"@rbonini Ouch. There are a few Core 2 Duo machines around, but none in the library. The x86 Mac OS X boxes don't share eDirectory either. ",0
Poor baby got her 4 month shots today.  My goodness did she cry ,0
"Is it possible to kill a pigslothregular flu with alcohol? Well, I'll play guinea pig. I'm getting quite tired of the hot/cold/hot thing. ",0
My day off and all I wanted to do is sleep in...but I can't sleep! ,0
@cjsier We will miss you! ,0
@hisfriendlyway Good morning. You're welcome. It is a wonderful weekend so far. I expect that will continue  How is yours?,1
@greercadie yeah i'm a sexual lil girl ,0
http://twitpic.com/5otuc - @trulia 1st at #rebcden #rebcdenver ,1
@navanella thanks! You sleep in the bed you've made. ,1
omg why dose it always rain on F1 ,0
"@Dannymcfly @dougiemcfly Hope you two aren't too hungover, my sympathys if you are ",0
"booooooooooooreddd!! // i wonder if she really is... :S nah, im probably just overreacting... again lol // i miss honk!  that was aweseome",0
HANNAH MONTANA MOVIE TODAY ,1
@tinkfan you were ewwing cleaning bathrooms. I was tryimg to make you feel better about it.  ,1
weekend's over - back 2 monday  Hope i don't go crazy and 'run a muck' ;),0
@wordlinx my pleasure ,1
Soooooooooo booorrreeddd!!.... got no summer plan for the rest of the month... ,0
the lion is back  they wont even come out to get this motha fucka lol but if i shoot it then they gonna wanna take me to jail,0
My little boy just shouted &quot;GO! Dodgers!&quot; Sorry for all those non Dodger fans.  ,1
"I love the page, I love the page, I love the page *DROOLS* I usually don't like my stuff but this is cute. Help me with the central color ",0
"@kimoraleesimmon http://twitpic.com/5ah0r - Lucky her...To dwell in your presence for just a moment, I would do just about anything  Y ...",1
"@Ramcio Thanks for the shoutout, and great feedback   Keep us posted on any suggestions you have for us!",1
@LMarle Im so sorry to hear. Very tragic. ,0
need better pain pills  this shit sucks,0
@ashleepham: just the dinner ,0
according to bevy the hallways smell like corndogs. (shes crazy) haha ,1
today was a blue day. ,0
@leslie_vfcst  D: ouchh....   yea im on aim come talk to mee,0
honey is for bees silly bear ,1
MY PHONE LIVES! and i got haircut ,1
@djdichotomy thanks for the invite tonight! ,1
@mikeyfocus I can't get them in prescription ,0
@lilrox2001 Enjoy the Fleetwood Mac Show...I gotta wait until September to see my Brad. Glad you're getting your Lindsey FIX ,1
@peterfacinelli Just wanted to say heyyyy  Looking forward to seeing ya in New Moon ... you're an awesome actor!! ,1
@amyrsward I have a few thoughts...I shall DM you... ,1
"Solar panels 92,6ï¿½ Celcius hot. Even here up north it is possible to get warm water from sun half a year! Amazing! ",1
Gah! Rush hour traffic ,0
@marctendo its still lovely here in leicester. ,1
